200,20,-16776961
20,19,-15464193
19,18,-13889281
18,17,-12445441
17,16,-11001601
16,15,-9950977
15,14,-8638209
14,13,-7456513
13,12,-6274817
12,11,-5420801
11,10,-4435713
10,9,-3516161
9,8,-2662145
8,7,-2004737
7,6,-1150721
6,5,-34570
5,4,-32769
4,3,-40745
3,2,-48992
2,1,-57256
1,0,-65536
